Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
210,"panel, power, spare, tablet, touch",2-Power TPT0045B tablet spare part Touch panel || 2-Power TPT0010A tablet spare part Touch panel || 2-Power TPT0035A tablet spare part Touch panel,Electronics > Tablets & Tablet Accessories > Touch Panels,Electronics > Spare Parts > Touch Panels,Electronics > Tablets & Tablet Accessories > Touch Panels,Stage1_kept,Electronics,Tablets & Tablet Accessories,Touch Panels,0.5933,2,Good (0.45-0.60)
211,"3d, black, glasses, pc, stereoscopic","Acer JZ.K0100.001 projector accessory || Sony TMR-BR100 flat panel accessory || MEDION MR Glasses X1000 Dedicated head mounted display Black,Blue 380 g",Electronics > Computer Accessories > Head Mounted Displays,Electronics > Head Mounted Displays > Products,Electronics > Computer Accessories > Head Mounted Displays,Stage1_kept,Electronics,Computer Accessories,Head Mounted Displays,0.6424,2,Excellent (≥0.60)
212,"management, network, software, zyx, zyxel",Zyxel ZYX-ZAV-100-1 network management software || Zyxel ZYX-AV-1000-2 network management software || Zyxel ZYX-AV-2000-1 network management software,Software > Network Management Software > Zyxel Products,Software > Network Management Software > Zyxel Products,Software > Network Management Software > Products,Stage2,Software,Network Management Software,Products,0.8219,2,Excellent (≥0.60)
213,"2nd, 6s, iphone, renewd, silver",2nd by Renewd Apple iPad mini 2 A7 32 GB 3G 4G Silver Refurbished || 2nd by Renewd iPhone 6 Silver 128GB || 2nd by Renewd iPhone 6S Plus Silver 64GB,Electronics > Smartphones > iPhones,Electronics > Smartphones > iPhones,Electronics > Smartphones > iPhones,Stage2,Electronics,Smartphones,iPhones,0.418,2,Acceptable (0.30-0.45)
214,"black, canon, cmos, eos, mp",Canon Connecting Cord Black 3 m || Canon Eg-D || Canon SB-E1,Office Supplies > Printing Equipment > Camera Accessories,Office Supplies > Printing Equipment > Camera Accessories,Office Supplies > Printing Equipment > Camera Accessories,Stage2,Office Supplies,Printing Equipment,Camera Accessories,0.2711,2,Low (<0.30)
215,"deluxe, fast, fold, projecta, skirt",Projecta Fast-Fold Deluxe Adjustable Skirt Bar 157 x 274 || Projecta HD Fast-Fold Deluxe Adjustable Skirt Bar 437 x 681 || Projecta HD Fast-Fold Deluxe Adjustable Skirt Bar 335 x 579,Office Supplies > Stage & Presentation Equipment > Skirt Bars,Office Supplies > Stage & Presentation Equipment > Skirt Bars,Office Supplies > Stage & Presentation Equipment > Skirt Bars,Stage2,Office Supplies,Stage & Presentation Equipment,Skirt Bars,0.5702,2,Good (0.45-0.60)
216,"black, canon, cmos, legria, mp",Canon CV-250F Grey || Canon M80 digital media player 80 GB Black || Canon M80 Media Storage digital media player Black,Electronics > Cameras & Camcorders > Action Cameras,Electronics > Cameras & Camcorders > Action Cameras,Electronics > Cameras & Camcorders > Action Cameras,Stage2,Electronics,Cameras & Camcorders,Action Cameras,0.3416,2,Acceptable (0.30-0.45)
217,"corel, ml, suite, technical, win","Corel DESIGNER Technical Suite X5, WIN, 1-10u, UPG, ENG, DEU, FRE || Corel DESIGNER Technical Suite X5, WIN, 11-25u, UPG, ENG, DEU, FRE || Corel DESIGNER Technical Suite X5, WIN, 251-350u, UPG, ENG, DEU, FRE",Software > Graphics & Design Software > Design Software Suites,Software > Graphics & Design Software > Corel Design Software Suites,Software > Graphics & Design Software > Design Software Suites,Stage2,Software,Graphics & Design Software,Design Software Suites,0.6872,2,Excellent (≥0.60)
218,"extension, fsp, fujitsu, support, warranty",Fujitsu LTE UpgK cellular wireless network equipment || Fujitsu 4G/LTE cellular wireless network equipment || Fujitsu PaperStream Capture Pro Scan-S 12m 1 license(s),Electronics > Networking Equipment > Cellular Network Equipment,Electronics > Networking Equipment > Cellular Network Equipment,Electronics > Networking Equipment > Cellular Network Equipment,Stage2,Electronics,Networking Equipment,Cellular Network Equipment,0.4863,2,Good (0.45-0.60)
219,"10, card, class, gb, memory",Sony AD-MSCF1 interface cards/adapter || Toshiba EXCERIA M301-EB memory card 8 GB MicroSDHC Class 10 UHS-I || Silicon Power 2GB SD 80X memory card,Electronics > Storage Devices > Memory Cards,Electronics > Storage Devices > Memory Cards,Electronics > Storage Devices > Memory Cards,Stage2,Electronics,Storage Devices,Memory Cards,0.5948,2,Good (0.45-0.60)
220,"black, ceiling, chief, mount, project",Chief RSA145 project mount Ceiling Black || Chief RSA085 project mount Ceiling Black || Chief RSA181 project mount Ceiling Black,Office Supplies > Presentation Equipment > Project Mounts,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Stage2,Office Supplies,Presentation Equipment,Projector Mounting Accessories,0.273,2,Low (<0.30)
221,"da, drapery, fast, fold, lite","DYMO IND Permanent Polyester || Da-Lite Fast-Fold Deluxe Drapery Presentation Kit 254 X 427 projection screen 4.78 m (188.2"") 16:9 || Da-Lite 36671 projection screen",Office Supplies > Presentation Equipment > Projection Screens,Office Supplies > Presentation Equipment > Projection Screens,Office Supplies > Presentation Equipment > Projection Screens,Stage2,Office Supplies,Presentation Equipment,Projection Screens,0.5294,2,Good (0.45-0.60)
222,"allied, ethernet, network, switch, telesis","Allied Telesis Redundant Power Supply Module power supply unit Silver || Allied Telesis AT-SBxPWRSYS2-50 power supply unit 1200 W Black,Grey || Netgear XCM8806PC-10000S network equipment chassis",Electronics > Networking Equipment > Network Switches,Electronics > Networking Equipment > Network Switches,Electronics > Networking Equipment > Network Switches,Stage2,Electronics,Networking Equipment,Network Switches,0.3181,2,Acceptable (0.30-0.45)
223,"fee, maintenance, support, vertiv, year",Vertiv Avocent 1YGLD-UMG2000 maintenance/support fee 1 year(s) || Vertiv Avocent 1YGLD-ACS32PT maintenance/support fee 1 year(s) || Vertiv Avocent 1YGLD-LV maintenance/support fee 1 year(s),Software > Maintenance Services > Support Fees,Software > Support & Maintenance > Support Fees,Software > Support & Maintenance > Support Fees,Stage2,Software,Support & Maintenance,Support Fees,0.5039,2,Good (0.45-0.60)
224,"25, cm, disk, magneto, optical","Sony VMC-IL4415 Violet 59.1"" (1.5 m) || Sony SL-BG1 || Sony Compact Vault 5GB",Electronics > Storage Devices > Disk Drives,Electronics > Storage Devices > Disk Drives,Electronics > Storage Devices > Disk Drives,Stage2,Electronics,Storage Devices,Disk Drives,0.3547,2,Acceptable (0.30-0.45)
225,"herma, labels, matt, mm, paper",HERMA Computer labels continous 101.6x35.7 mm 2 rows white paper matt 8000 pcs. || HERMA Computer labels continous 127.0x35.7 mm 1 row white paper matt 4000 pcs. || HERMA Computer labels continous 78.74x23.0 mm 1 row white paper matt 6000 pcs.,Office Supplies > Labeling Supplies > Labels,Office Supplies > Labeling Supplies > Herma Labels,Office Supplies > Labeling Supplies > Labels,Stage2,Office Supplies,Labeling Supplies,Labels,0.6153,2,Excellent (≥0.60)
226,"band, black, et, leather, samsung",Thule 307906 strap || Samsung ET-SR380B Band Anthracite || Samsung ET-SR380L Band Beige Leather,Electronics > Wristbands > Armbands,Electronics > Wristbands > Armbands,Electronics > Wristbands > Armbands,Stage2,Electronics,Wristbands,Armbands,0.3833,2,Acceptable (0.30-0.45)
227,"001, acer, hp, kit, mounting",Acer 42.ASR07.001 mounting kit || HP 675037-001 rack accessory || HP 698203-001 mounting kit,Electronics > Computer Accessories > Mounting Kits,Electronics > Mounting Kits > Products,Electronics > Computer Accessories > Mounting Kits,Stage1_kept,Electronics,Computer Accessories,Mounting Kits,0.5948,2,Good (0.45-0.60)
228,"black, pen, samsung, stylus, targus",Targus USB Tip for Digital Devices || Samsung DP2N65L stylus pen White 4.2 g || Targus AMM0114TBCA stylus pen Red 20 g,Electronics > Accessories > Writing Utensils,Office Supplies > Writing Utensils > Pen,Office Supplies > Writing Utensils > Pen,Stage2,Office Supplies,Writing Utensils,Pen,0.3739,2,Acceptable (0.30-0.45)
229,"12, corporate, pro, readiris, upg",I.R.I.S. Upg Readiris Corporate 12 Asian || I.R.I.S. Readiris Pro 12 & @promt 8.0 Personal Translator || I.R.I.S. Readiris 12 Corporate - 3 User & @promt 8.0 Personal Translator,Software > Optical Character Recognition Software > Reading Software,Software > Optical Character Recognition Software > Readiris 12 Corporate Pro,Software > Optical Character Recognition Software > Readiris 12 Corporate Pro,Stage2,Software,Optical Character Recognition Software,Readiris 12 Corporate Pro,0.4,2,Acceptable (0.30-0.45)
230,"50, 91, canon, cm, paper",Canon LFM120 91.4 cm 150 m || Canon IJM022 91.4 cm 175 m || Canon 2347C002 plotter paper 106.7 cm 20 m,Office Supplies > Paper & Printing Supplies > Roll Paper,Office Supplies > Paper & Printing Supplies > Roll Paper,Office Supplies > Paper & Printing Supplies > Roll Paper,Stage2,Office Supplies,Paper & Printing Supplies,Roll Paper,0.2378,2,Low (<0.30)
231,"absolute, lenovo, manage, management, mdm","Lenovo 0A34950 system management software || Lenovo Absolute Manage MDM, 2Y Mnt, 1u || Lenovo Absolute Manage, Prptl, 1-2499u",Software > Management Software > MDM Solutions,Software > Management Software > MDM Solutions,Software > Management Software > MDM Solutions,Stage2,Software,Management Software,MDM Solutions,0.5648,2,Good (0.45-0.60)
232,"extension, h1k92a3, hp, support, warranty",HP H1K92A3#X81 warranty/support extension || HP H1K92A4#TT7 warranty/support extension || HP H7JG9E warranty/support extension,Office Supplies > Printer Accessories > Warranty and Support Extensions,Office Supplies > Printer Accessories > Warranty and Support Extensions,Office Supplies > Printer Accessories > Warranty and Support Extensions,Stage2,Office Supplies,Printer Accessories,Warranty and Support Extensions,0.5438,2,Good (0.45-0.60)
233,"1394, cable, firewire, ieee, pin",C2G 2m IEEE-1394B Firewire® 800 9-pin/6-pin Cable 9-p 6-p Grey || Tripp Lite F007-015 FireWire cable Black 4.5 m || StarTech.com 15 ft IEEE-1394 Firewire Cable 4-6 M/M,Electronics > Connectivity Cables & Adapters > FireWire Cables,Electronics > Connectivity Cables & Adapters > FireWire Cables,Electronics > Connectivity Cables & Adapters > FireWire Cables,Stage2,Electronics,Connectivity Cables & Adapters,FireWire Cables,0.6269,2,Excellent (≥0.60)
234,"b2, b4, dr5502, duracell, plate",Duracell Plate B4 f/ DR5520 || Duracell Plate C f/ DR5502 || Duracell Plate E for DR5504,Office Supplies > Batteries > Rechargeable Batteries,Office Supplies > Rechargeable Batteries > Products,Office Supplies > Rechargeable Batteries > Li-Ion Rechargeable Batteries,Stage2,Office Supplies,Rechargeable Batteries,Li-Ion Rechargeable Batteries,0.11,2,Low (<0.30)
235,"3m, cm, display, filter, privacy","HP 39.62 cm (15.6"") Notebook Privacy Filter Designed by 3M || DELL 461-AAGM display privacy filters Frameless display privacy filter 31.8 cm (12.5"") || 3M Privacy Filter for 19.5"" Widescreen Monitor (16:10)",Electronics > Displays & Monitors > Privacy Filters,Electronics > Monitors > Privacy Filters,Electronics > Monitors > Privacy Filters,Stage2,Electronics,Monitors,Privacy Filters,0.6535,2,Excellent (≥0.60)
236,"dell, drive, gb, internal, sas","DELL 440RW internal hard drive 3.5"" 1000 GB SAS || DELL 450GB SAS Hard Drive 15K 3.5"" || DELL 341-7201-RF internal hard drive 3.5"" 450 GB SAS",Electronics > Storage Devices > Hard Drives,Electronics > Storage Devices > Internal Hard Drives,Electronics > Storage Devices > Internal Hard Drives,Stage2,Electronics,Storage Devices,Internal Hard Drives,0.5768,2,Good (0.45-0.60)
237,"additional, hp, imc, license, user",HP 7500 Access Controller Module WLAN access point || HP A-IMC Wireless Service Manager Component Location SP || HP IMC Wireless Services Manager 50-Access Point License,Software > Network Management Software > Monitoring Licenses,Software > Network Management Software > Monitoring Licenses,Software > Network Management Software > Monitoring Licenses,Stage2,Software,Network Management Software,Monitoring Licenses,0.3748,2,Acceptable (0.30-0.45)
238,"corel, fusion, ml, mnt, pdf","Corel PDF Fusion, MNT, 2501-5000u, 1Y, ML || Corel PDF Fusion, MNT, 61-120u, 1Y, ML || Corel PDF Fusion, MNT, 251-350u, 1Y, ML",Software > Graphics & Design Software > Page Layout & PDF Software,Software > Graphics & Design Software > Page Layout & PDF Software,Software > Graphics & Design Software > Page Layout & PDF Software,Stage2,Software,Graphics & Design Software,Page Layout & PDF Software,0.3069,2,Acceptable (0.30-0.45)
239,"drive, gb, internal, sas, state","EMC ES6FM4007B internal solid state drive 400 GB SAS || EMC ES6FM4005BU internal solid state drive 400 GB SAS || EMC EL6F39605BT0 internal solid state drive 2.5"" 960 GB SAS",Electronics > Storage Devices > Internal Solid State Drives,Electronics > Storage Devices > Internal Solid State Drives,Electronics > Storage Devices > Internal Solid State Drives,Stage2,Electronics,Storage Devices,Internal Solid State Drives,0.5921,2,Good (0.45-0.60)
240,"drive, gb, internal, kn, state",Acer KN.2560L.020 internal solid state drive M.2 256 GB || Acer KN.2560B.022 internal solid state drive M.2 256 GB || Acer KN.1280A.001 internal solid state drive 128 GB,Electronics > Storage Devices > Internal SSDs,Electronics > Storage Devices > Internal SSDs,Electronics > Storage Devices > Internal SSDs,Stage2,Electronics,Storage Devices,Internal SSDs,0.539,2,Good (0.45-0.60)
241,"accessory, black, chief, mount, projector",Chief SSB145 projector mount accessory Black || Chief SSB287 projector mount accessory Black || Chief SSB232 projector mount accessory Black,Office Supplies > Projector Accessories > Mounting Accessories,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Stage2,Office Supplies,Presentation Equipment,Projector Mounting Accessories,0.4737,2,Good (0.45-0.60)
242,"1y, license, software, symantec, upgrade",Symantec SEC-ADD-SFDC-PRE-25K-50K-1Y software license/upgrade || Symantec BCWF-S-ADD-1-49-5YR software license/upgrade || Symantec SEC-ADD-JIVE-ADV-10K-25K-3Y software license/upgrade,Software > Security Software > Licenses & Upgrades,Software > Security Software > Symantec Licenses & Upgrades,Software > Security Software > Licenses & Upgrades,Stage2,Software,Security Software,Licenses & Upgrades,0.7482,2,Excellent (≥0.60)
243,"black, ceiling, chief, mount, project",I.R.I.S. Readiris corp16 Win || Chief RSA000W projector mount accessory || Chief RSMC020 project mount Ceiling Black,Office Supplies > Presentation Equipment > Projector Accessories,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Stage2,Office Supplies,Presentation Equipment,Projector Mounting Accessories,0.5425,2,Good (0.45-0.60)
244,"epson, lamp, projector, replacement, uhe",Epson ELPLP87 projector lamp 215 W UHE || Epson Lamp - ELPLP50 || Epson Lamp - ELPLP56,Electronics > Projectors & Displays > Replacement Parts,Electronics > Projectors & Displays > Replacement Parts,Electronics > Projectors & Displays > Replacement Parts,Stage2,Electronics,Projectors & Displays,Replacement Parts,0.4369,2,Acceptable (0.30-0.45)
245,"extension, hg932a3, hp, support, warranty",HP H1FF9E warranty/support extension || HP UX024E warranty/support extension || HP Q0P49A warranty/support extension,Software > Support Services > Warranty Extensions,Software > Warranty Extensions > Products,Software > Support Services > Warranty Extensions,Stage1_kept,Software,Support Services,Warranty Extensions,0.5922,2,Good (0.45-0.60)
246,"black, logitech, presenter, rf, wireless",Tripp Lite PREZ1 remote control || Targus Stow-N-Go Media Card remote control || Tripp Lite PR-PRO4 remote control RF Wireless Projector Press buttons,Electronics > Presentation Equipment > Remote Controls,Electronics > Remote Controls > Logitech Presenter RF Wireless Remote Control,Electronics > Remote Controls > Presenter RF Wireless Remote Control,Stage2,Electronics,Remote Controls,Presenter RF Wireless Remote Control,0.6104,2,Excellent (≥0.60)
247,"2010, business, home, hp, office","HP Office Home & Business 2010, SP1 Romanian || HP Office Home & Business 2010, SP1 French || HP Office Home & Business 2010, SP1 English",Software > Operating Systems > Business and Home OS,Software > Operating Systems > Business and Home OS,Software > Operating Systems > Business and Home OS,Stage2,Software,Operating Systems,Business and Home OS,0.4017,2,Acceptable (0.30-0.45)
248,"black, ceiling, chief, mount, project",Chief RPMA1W projector accessory || Chief RPMC261 project mount Ceiling Black || Chief RPMB193 project mount Ceiling Black,Office Supplies > Projector Accessories > Project Mounts,Office Supplies > Presentation Equipment > Projector Mounting Accessories,Office Supplies > Projector Accessories > Project Mounts,Stage1_kept,Office Supplies,Projector Accessories,Project Mounts,0.4751,2,Good (0.45-0.60)
249,"black, cover, hard, s4, sandberg",Sandberg Touch Screen Gloves White || Sandberg Print Cover 4/4S Jeans Pocket mobile phone case || Sandberg Cover S4 Alu Circle Silver,Office Supplies > Phone Accessories > Cases & Covers,Office Supplies > Cases & Covers > Phone Case,Office Supplies > Cases & Covers > Phone Case,Stage2,Office Supplies,Cases & Covers,Phone Case,0.4943,2,Good (0.45-0.60)
250,"black, mp, pixels, usb, webcam",Toshiba H000032510 Camera || Toshiba T000022030 Camera || Toshiba Surveillix® DVR video capturing device,Electronics > Cameras & Video Equipment > Webcams,Electronics > Cameras & Video Equipment > Webcam,Electronics > Cameras & Video Equipment > Webcam,Stage2,Electronics,Cameras & Video Equipment,Webcam,0.5852,2,Good (0.45-0.60)
251,"12, host, pcanywhere, symantec, user","Symantec pcAnywhere 12.5 Host & Remote, 1 User, CD, DE || Symantec pcAnywhere 12.5 Host, 1 User, CD, RET, IT || Symantec pcAnywhere 12.5",Software > Security Software > Remote Access Software,Software > Security Software > Remote Access Software,Software > Security Software > Remote Access Software,Stage2,Software,Security Software,Remote Access Software,0.4689,2,Good (0.45-0.60)
252,"device, fujitsu, mobile, station, tablet","Fujitsu S26361-F2826-L425 drive bay panel 2.5"" Bezel panel || Fujitsu FPCSK471AP mounting kit || Fujitsu DOCKING STATION USB",Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Stage2,Electronics,Computer Accessories,Docking Stations,0.4611,2,Good (0.45-0.60)
253,"100pk, 1y, 24pk, netgear, readyrecover","Netgear ReadyRECOVER 6pk, 1y || Netgear ReadyRECOVER 24pk || Netgear ReadyRECOVER 2000pk",Software > Data Backup & Recovery > Backup Software Licenses,"Software > Backup Software Licenses > Netgear ReadyRECOVER 100pk, 1y, 24pk","Software > Backup Software Licenses > ReadyRECOVER 100pk, 1y, 24pk",Stage2,Software,Backup Software Licenses,"ReadyRECOVER 100pk, 1y, 24pk",0.629,2,Excellent (≥0.60)
254,"extension, lexmark, support, warranty, year",Lexmark 2349117P warranty/support extension || Lexmark 2356082 warranty/support extension || Lexmark 2353779P warranty/support extension,Office Supplies > Printing Equipment > Printer Accessories,Office Supplies > Printer Accessories > Warranty and Support Extensions,Office Supplies > Printer Accessories > Warranty and Support Extensions,Stage2,Office Supplies,Printer Accessories,Warranty and Support Extensions,0.5305,2,Good (0.45-0.60)
255,"lenovo, software, virtualization, vmware, vsphere","Fujitsu VMware vSphere Embed, UFM 8GB || Lenovo VMware vCenter Server Heartbeat 6, 1 vCenter Server, 1Y virtualization software || Lenovo VMware vSphere 5 Standard Acceleration Kit, 6CPU, 3y virtualization software",Software > Virtualization Software > VMware Products,Software > Virtualization Software > VMware Products,Software > Virtualization Software > VMware Products,Stage2,Software,Virtualization Software,VMware Products,0.5799,2,Good (0.45-0.60)
256,"1u, firewall, hardware, mbit, netgear",Netgear UTM150 + 1Y Lic. hardware firewall 900 Mbit/s || Netgear UTM9S-100NAS hardware firewall 130 Mbit/s 1U || Netgear STM150 ProSecure Web and Email Threat Management Appliance hardware firewall 43 Mbit/s 1U,Electronics > Network Equipment > Hardware Firewalls,Electronics > Network Equipment > Firewalls,Electronics > Network Equipment > Firewalls,Stage2,Electronics,Network Equipment,Firewalls,0.5899,2,Good (0.45-0.60)
257,"aa, custom, deployment, hp, sku",HP Custom Deployment 11 Quotation SKU AA || HP Custom Deployment 05 Quotation SKU AA || HP Custom Deployment 09 Quotation SKU AA,Software > Enterprise Software > Quotations & Deployments,Software > Quotations & Deployments > Custom Deployment,Software > Quotations & Deployments > Custom Deployment,Stage2,Software,Quotations & Deployments,Custom Deployment,0.759,2,Excellent (≥0.60)
258,"fee, maintenance, support, vertiv, year",Vertiv IMPSE-CUST-OS-VAL installation service || Vertiv Avocent 2YGLD-SVSC2000 maintenance/support fee 2 year(s) || Vertiv Avocent 4YSLV-SVSC1200 maintenance/support fee 4 year(s),Software > Maintenance & Support Services > Maintenance Fees,Software > Support & Maintenance > Support Fees,Software > Support & Maintenance > Support Fees,Stage2,Software,Support & Maintenance,Support Fees,0.4677,2,Good (0.45-0.60)
259,"day, hp, samsung, service, year",HP Samsung 4 year Next Business Day w/Defective Media Retention Service for MX7 MFP || HP Samsung 2 year Post Warranty Next Business Day w/DMR MX7 MFP || HP Samsung 2 year Post Wty 3 day 9x5 w/DMR Service for Mono MFP Low,Office Supplies > Printer Services & Support > Next Business Day Service,Office Supplies > Printer Services & Support > Next Business Day Service,Office Supplies > Printer Services & Support > Next Business Day Service,Stage2,Office Supplies,Printer Services & Support,Next Business Day Service,0.4344,2,Acceptable (0.30-0.45)
260,"film, laminator, pc, peach, pouch",3M DL951 lamination film A4 || Brother A4 Lamination film || Brother LC-12LAR lamination film A3,Office Supplies > Binding & Presentation > Lamination Film,Office Supplies > Binding & Presentation > Lamination Film,Office Supplies > Binding & Presentation > Lamination Film,Stage2,Office Supplies,Binding & Presentation,Lamination Film,0.5178,2,Good (0.45-0.60)
261,"black, cpu, desk, holder, mounted",Dataflex Katame Montage Beugels Hoog 013 Desk-mounted CPU holder Black || Approx Mobile Support for CPU PC Black || NGS PCSHUTTLE CPU holder Cart CPU holder Black,Electronics > Computer Accessories > CPU Holders,Electronics > Computer Accessories > CPU Holders,Electronics > Computer Accessories > CPU Holders,Stage2,Electronics,Computer Accessories,CPU Holders,0.5128,2,Good (0.45-0.60)
262,"laser, led, printer, scanner, spare",Plustek 27-291-0225A110 printer/scanner spare part Roller || Canon RA0-1095-000 printer/scanner spare part Laser/LED printer || Brother LM6320001 printer/scanner spare part Paper eject actuator Laser/LED printer,Office Supplies > Printing Equipment > Printer/Scanner Spare Parts,Office Supplies > Printing Equipment > Printer/Scanner Spare Parts,Office Supplies > Printing Equipment > Printer/Scanner Spare Parts,Stage2,Office Supplies,Printing Equipment,Printer/Scanner Spare Parts,0.6464,2,Excellent (≥0.60)
263,"600, a4, dpi, plustek, scanner",Logitech io™2 Digital Pen USB || I.R.I.S. IRISNotes Executive 2 Black || I.R.I.S. Anywhere 4 smart card reader Black,Office Supplies > Scanners & Accessories > Scanners,Office Supplies > Scanners > Plustek Scanners,Office Supplies > Scanners > Plustek Scanners,Stage2,Office Supplies,Scanners,Plustek Scanners,0.3743,2,Acceptable (0.30-0.45)
264,"chief, kit, mount, mounting, panel",Chief TPM2132 mounting kit || Chief TPM2153 mounting kit || Chief TPM2244 mounting kit,Electronics > Computer Accessories > Mounting Kits,Electronics > Mounting Kits > Chief Mounting Kit,Electronics > Mounting Kits > Mounting Kit,Stage2,Electronics,Mounting Kits,Mounting Kit,0.6292,2,Excellent (≥0.60)
265,"black, device, dock, mobile, station",ASUS Professional Dock USB 3.0 (3.1 Gen 1) Type-C Black || Samsung ECR-K10 White || DELL 470-ABGR stick PC Micro-USB Black,Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Stage2,Electronics,Computer Accessories,Docking Stations,0.4566,2,Good (0.45-0.60)
266,"display, hp, notebook, spare, tablet","HP 3GS18AA customer display || HP BV495AT customer display Blue,Green,Grey || HP BV495AA customer display 40 digits RS-232 Black,Grey",Electronics > Computer Accessories > Notebook Displays,Electronics > Computer Accessories > Notebook Displays,Electronics > Computer Accessories > Notebook Displays,Stage2,Electronics,Computer Accessories,Notebook Displays,0.3673,2,Acceptable (0.30-0.45)
267,"acid, eaton, lead, sealed, vrla",Eaton 5115-1000 RM Sealed Lead Acid (VRLA) || Eaton 5110-500 Sealed Lead Acid (VRLA) || Eaton 460-7905 UPS battery Sealed Lead Acid (VRLA),Electronics > Power Supply & Backup > Batteries,Electronics > Batteries > Sealed Lead Acid (VRLA) Battery,Electronics > Batteries > Sealed Lead Acid (VRLA) Battery,Stage2,Electronics,Batteries,Sealed Lead Acid (VRLA) Battery,0.7081,2,Excellent (≥0.60)
268,"cable, extension, keyboard, mouse, ps",Tripp Lite USB to PS/2 Adapter - Keyboard and Mouse (A M to 2x Mini-Din6 F) || Canon LV-CA28 Mouse Extension Cable KVM cable 10 m Black || StarTech.com 25 ft 3-in-1 PS/2 KVM Extension Cable,Electronics > Computer Accessories > Input Devices,Electronics > Computer Accessories > Input Devices,Electronics > Computer Accessories > Input Devices,Stage2,Electronics,Computer Accessories,Input Devices,0.3843,2,Acceptable (0.30-0.45)
269,"cleanup, damage, micro, services, trend","Trend Micro Damage Cleanup Services, 12m, 500-1000u || Trend Micro Damage Cleanup Services, 12m, 26-50u || Trend Micro Damage Cleanup Services, 12m, 26-50u, GOV",Software > Security Software > Maintenance & Support Services,Software > Security Software > Cleanup Services,Software > Security Software > Cleanup Services,Stage2,Software,Security Software,Cleanup Services,0.4448,2,Acceptable (0.30-0.45)
270,"2008, hp, microsoft, server, windows",HP Designjet 120 Software Rip || HP Microsoft Windows Small Business Server 2008 Standard 5 Device CAL English Lic || HP Microsoft Windows Small Business Server 2008 Premium 5 Device CAL English Lic,Software > Operating Systems > Server Licenses,Software > Operating Systems > Server Licenses,Software > Operating Systems > Server Licenses,Stage2,Software,Operating Systems,Server Licenses,0.4149,2,Acceptable (0.30-0.45)
271,"black, card, reader, smart, usb",CertaUPS Rel Card || Fujitsu Front HD-Audio 2x USB2.0 plug USB cable || Salicru RS-485 Modbus Card,Electronics > Computer Accessories > Smart Cards,Electronics > Computer Accessories > Smart Card Readers,Electronics > Computer Accessories > Smart Card Readers,Stage2,Electronics,Computer Accessories,Smart Card Readers,0.4922,2,Good (0.45-0.60)
272,"16, corel, pro, win, winzip","Corel WinZip 16 Pro, Win, 1000-1999u, EDU, ENG || Corel WinZip 16 Pro, 5000-9999u || Corel WinZip 16 Pro, Win, 100000+u, EDU, ENG",Software > Graphics & Design Software > Compression Software,Software > Compression Software > Products,Software > Compression Software > Products,Stage2,Software,Compression Software,Products,0.476,2,Good (0.45-0.60)
273,"label, printer, thermal, toshiba, white",Toshiba B-SA4TM label printer Direct thermal / thermal transfer 300 x 300 DPI || Toshiba B-FV4T label printer Direct thermal 203 x 203 DPI Wired || Toshiba 1TYLAB102152TT24P printer label White,Office Supplies > Printing Equipment > Label Printers,Office Supplies > Printing Equipment > Label Printers,Office Supplies > Printing Equipment > Label Printers,Stage2,Office Supplies,Printing Equipment,Label Printers,0.4629,2,Good (0.45-0.60)
274,"hp, laser, mm, pc, toner",MM Magenta Laser Toner - Ricoh 841126 - For Ricoh Aficio MP C 2800 / 3300 / Infotec MP C 2800 / 3300 / Nashuatec MP C 2800 / 3300 / NRG MP C 2800 / 3300 1 pc(s) || MM Black Laser Toner - Xerox 113R00657 - For Xerox Phaser 4500 1 pc(s) || MM Black Laser Toner - Lexmark E360H11E - For Lexmark E 360 / 460 / 462 1 pc(s),Office Supplies > Printing Equipment > Toner Cartridges,Office Supplies > Printing Equipment > Toner Cartridges,Office Supplies > Printing Equipment > Toner Cartridges,Stage2,Office Supplies,Printing Equipment,Toner Cartridges,0.5396,2,Good (0.45-0.60)
275,"black, case, cd, discs, logic",Case Logic DVD Album 96 discs Black || V7 FDJ005DT-2E optical disc case 2 discs Transparent || Case Logic Nylon CD / DVD Binder 208 discs Black,Office Supplies > Binding & Storage > Disc Cases,Office Supplies > Binding & Storage > Disc Cases,Office Supplies > Binding & Storage > Disc Cases,Stage2,Office Supplies,Binding & Storage,Disc Cases,0.4953,2,Good (0.45-0.60)
